	ResponseId	MainBranch	Employment	Country	US_State	UK_Country	EdLevel	Age1stCode	LearnCode	YearsCode	YearsCodePro	DevType	OrgSize	Currency	CompTotal	CompFreq	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSys	NEWStuck	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	NEWOtherComms	Age	Gender	Trans	Sexuality	Ethnicity	Accessibility	MentalHealth	SurveyLength	SurveyEase	ConvertedCompYearly
71204	71205	I am a developer by profession	Independent contractor, freelancer, or self-employed	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	5 - 10 years	Online Courses or Certification;Books / Physical media	16	5	Developer, front-end;Developer, back-end	Just me - I am a freelancer, sole proprietor, etc.	"PKR	Pakistani rupee"	70000.0	Monthly	C;C#;C++;HTML/CSS;JavaScript;Matlab;Node.js;PHP;Python;R;SQL	Java;Kotlin	MongoDB;MySQL	Firebase			Django;Drupal;Flask;jQuery;React.js	Angular.js;Laravel	.NET Framework;.NET Core / .NET 5;NumPy;Pandas	React Native	Unity 3D	Git;Unreal Engine	NetBeans;Notepad++;PyCharm;RStudio;Sublime Text;Visual Studio	Android Studio	Windows	Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later	Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per week	Yes, definitely	No	25-34 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder;I have autism / an autism spectrum disorder (e.g. Asperger's)	Too long	Difficult	5448.0
71235	71236	I am a student who is learning to code	Not employed, but looking for work	Pakistan			Some college/university study without earning a degree	11 - 17 years	Other online resources (ex: videos, blogs, etc)	1		Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end;Student					HTML/CSS;JavaScript;Python	JavaScript;Python	PostgreSQL;SQLite	PostgreSQL	Heroku	AWS	Django;React.js	Django;React.js	NumPy;Pandas		Git	Docker;Git	Atom;IPython/Jupyter;Sublime Text;Visual Studio Code	Visual Studio Code	Windows	Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games	Stack Overflow;Stack Exchange	Multiple times per day	Yes	I have never participated in Q&A on Stack Overflow	Yes, definitely	No	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Too long	Easy	
71294	71295	I am a developer by profession	Student, full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years																							Windows			A few times per week	Yes		Yes, definitely	Yes	18-24 years old	Woman						Too long		
71603	71604	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	School	10	8	Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Engineering manager	20 to 99 employees	"PKR	Pakistani rupee"			Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;Python;Scala;SQL;TypeScript	Bash/Shell;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;Rust;Scala;SQL;Swift;TypeScript	MariaDB;MySQL;PostgreSQL	Couchbase;DynamoDB;Elasticsearch;Firebase;MySQL;PostgreSQL;Redis	AWS	AWS;Google Cloud Platform;Microsoft Azure	Angular;Express;FastAPI;jQuery;Svelte	Angular;Express;FastAPI;Flask;jQuery;React.js;Svelte;Vue.js	Apache Spark;NumPy;Pandas	Apache Spark;Hadoop;Keras;NumPy;Pandas;React Native;TensorFlow;Torch/PyTorch	Docker;Git	Deno;Docker;Git;Kubernetes	IntelliJ;IPython/Jupyter;PyCharm;Sublime Text;Vim;Webstorm	IntelliJ;IPython/Jupyter;PyCharm;Sublime Text;Vim;Visual Studio Code;Webstorm	MacOS	Visit Stack Overflow;Google it;Do other work and come back later	Stack Overflow;Stack Exchange	Multiple times per day	Yes	Less than once per month or monthly	Yes, definitely	No	25-34 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Too long	Easy	
71621	71622	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	Other online resources (ex: videos, blogs, etc);School	13	6	Developer, back-end;DevOps specialist;Engineer, site reliability	100 to 499 employees	"PKR	Pakistani rupee"	500000.0	Monthly	C#;Go;Java;Python	Dart;Go;Python	Microsoft SQL Server;PostgreSQL	Cassandra;Elasticsearch	AWS	AWS	ASP.NET Core ;Flask;Spring		.NET Framework;.NET Core / .NET 5	Flutter	Ansible;Docker;Git;Kubernetes;Pulumi;Terraform	Docker;Git;Kubernetes;Pulumi;Terraform	IntelliJ;Sublime Text;Visual Studio;Visual Studio Code	IntelliJ;Sublime Text;Visual Studio Code	MacOS	Visit Stack Overflow;Google it;Do other work and come back later	Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	Less than once per month or monthly	No, not really	No	25-34 years old	Man	No	Straight / Heterosexual	Southeast Asian	None of the above	I have an anxiety disorder	Appropriate in length	Easy	38916.0
71655	71656	I am a developer by profession	Employed full-time	Pakistan			Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc);School;Friend or family member;Books / Physical media	20	14	Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;DevOps specialist	2 to 9 employees	"PKR	Pakistani rupee"	300000.0	Monthly	Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;Scala;SQL	Go;HTML/CSS;Java;JavaScript;Matlab;Node.js;Objective-C;PHP;Python;Rust;Scala;SQL;TypeScript	MariaDB;MySQL	Elasticsearch;Firebase;MariaDB;MongoDB;MySQL	AWS	AWS	jQuery;Spring	Django;jQuery;React.js;Spring			Git;Yarn	Docker;Git;Kubernetes;Yarn	IntelliJ;NetBeans;Notepad++;Sublime Text;Visual Studio Code	Android Studio;IntelliJ;PyCharm;Sublime Text;Visual Studio Code	Windows	Visit Stack Overflow;Google it	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	No, not really	Yes	35-44 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	I have a concentration and/or memory disorder (e.g. ADHD)	Appropriate in length	Easy	23352.0
71667	71668	I am a student who is learning to code	Student, full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc);School;Friend or family member;Books / Physical media	3							C;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript		MySQL		Heroku		Flask;Laravel;React.js		NumPy;Pandas;Qt		Docker;Git		Atom;Eclipse;IntelliJ;IPython/Jupyter;Notepad++;PyCharm;Sublime Text;Vim;Visual Studio Code;Webstorm		Windows	Visit Stack Overflow;Go for a walk or other physical activity;Google it;Other (please specify):	Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per month or weekly	Yes, definitely	No	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Too long	Neither easy nor difficult	
71722	71723	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other (please specify):	4	2	Engineer, data	20 to 99 employees	"PKR	Pakistani rupee"	50000.0	Monthly	HTML/CSS;JavaScript;Node.js;Python;TypeScript	HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript									Git	Docker;Git;Kubernetes	IPython/Jupyter;Visual Studio Code	IPython/Jupyter;Visual Studio Code	Windows	Call a coworker or friend;Visit Stack Overflow;Google it	Stack Overflow	Multiple times per day	Yes	A few times per month or weekly	Yes, definitely	No	18-24 years old	Man	No	Straight / Heterosexual	South Asian;East Asian	None of the above	None of the above	Appropriate in length	Easy	3888.0
72009	72010	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	School;Friend or family member;Books / Physical media	4	2	Developer, mobile	2 to 9 employees	"PKR	Pakistani rupee"		Monthly	C++;Java;Kotlin;SQL	Dart;Java;Kotlin;Python;R	Microsoft SQL Server;MongoDB;MySQL;SQLite	Microsoft SQL Server;MongoDB;MySQL;SQLite	Google Cloud Platform	Google Cloud Platform					Git	Git	Android Studio;Eclipse;IntelliJ	Android Studio;IntelliJ	Windows	Visit Stack Overflow;Google it;Watch help / tutorial videos;Visit another developer community (please name):	Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per month or weekly	Neutral	Yes	25-34 years old	Man	No	Prefer not to say	South Asian	None of the above	Prefer not to say	Too long	Easy	
72031	72032	I code primarily as a hobby	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Online Courses or Certification	5		Data or business analyst					Python	Python	MongoDB	Cassandra;DynamoDB;Firebase	AWS	AWS;Google Cloud Platform;Heroku	FastAPI	Django;FastAPI;Flask	NumPy;Pandas;TensorFlow	Apache Spark;Hadoop	Docker	Docker;Kubernetes;Yarn	Visual Studio Code	Sublime Text;Visual Studio Code	Windows	Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games	Stack Overflow	A few times per month or weekly	No		No, not really	No	25-34 years old	Man	No	Straight / Heterosexual	I don't know	None of the above	None of the above	Appropriate in length	Easy	
72567	72568	I am a student who is learning to code	Student, full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Books / Physical media	3							Assembly;Bash/Shell;C;C#;C++;HTML/CSS;Java;Python;SQL	Assembly;Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Matlab;Node.js;Objective-C;Perl;PHP;PowerShell;Python;R;Ruby;SQL;Swift;VBA	Oracle	DynamoDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite	AWS;Google Cloud Platform;Microsoft Azure	AWS;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure;Oracle Cloud Infrastructure			NumPy	.NET Framework;.NET Core / .NET 5;Apache Spark;Flutter;NumPy;Pandas;Qt;React Native;TensorFlow;Torch/PyTorch			IntelliJ;IPython/Jupyter;Notepad++;PyCharm;Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode	Android Studio;Atom;Eclipse;IntelliJ;IPython/Jupyter;NetBeans;Notepad++;PHPStorm;PyCharm;Sublime Text	Windows	Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos	Stack Overflow;Stack Exchange	Daily or almost daily	No		Neutral	No	18-24 years old	Man	No	Straight / Heterosexual	Prefer not to say	None of the above	None of the above	Appropriate in length	Neither easy nor difficult	
72673	72674	I am a student who is learning to code	Student, full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	5 - 10 years	Other online resources (ex: videos, blogs, etc);Books / Physical media	8							C;HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;Python	C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;Python	MySQL;Redis	Cassandra;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Redis	AWS;DigitalOcean;Google Cloud Platform;Heroku;Oracle Cloud Infrastructure	AWS;Google Cloud Platform;Heroku;Oracle Cloud Infrastructure	ASP.NET;ASP.NET Core ;Flask;jQuery;Laravel;React.js;Spring	Angular;Angular.js;Express;React.js;Spring	Keras;NumPy;Pandas;TensorFlow	Keras;NumPy;Pandas;TensorFlow	Docker;Git	Docker;Git	Atom;IntelliJ;IPython/Jupyter;Notepad++;PyCharm;Sublime Text;Vim	Atom;IntelliJ;IPython/Jupyter;PyCharm;Vim;Visual Studio Code	Linux-based	Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	No, not at all	No	18-24 years old	Man	No	Straight / Heterosexual	Southeast Asian	None of the above	None of the above	Too short	Easy	
72682	72683	I am a student who is learning to code	Not employed, but looking for work	Pakistan			Primary/elementary school	11 - 17 years	School	1		Student					PowerShell	PowerShell	Microsoft SQL Server	Microsoft SQL Server	Google Cloud Platform	Google Cloud Platform	Express	Express	Pandas	Pandas	Puppet	Puppet	Visual Studio	Visual Studio	Windows	Google it;Watch help / tutorial videos	Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)	A few times per month or weekly	No		Yes, somewhat	No	18-24 years old	Man	No	Bisexual	South Asian	None of the above	None of the above	Appropriate in length	Neither easy nor difficult	
72817	72818	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Books / Physical media	15	8	Developer, front-end;Developer, desktop or enterprise applications;Developer, back-end;Developer, embedded applications or devices	10 to 19 employees	"PKR	Pakistani rupee"	60000.0	Monthly	C;C#;C++;Python;SQL	C;C#;C++;Python;Rust;SQL	Microsoft SQL Server	Microsoft SQL Server;MongoDB					.NET Framework;.NET Core / .NET 5;NumPy;Pandas	.NET Framework;.NET Core / .NET 5;NumPy;Pandas;Qt;TensorFlow;Torch/PyTorch	Git	Docker;Git;Unity 3D;Xamarin	Android Studio;IPython/Jupyter;Sublime Text;Visual Studio;Visual Studio Code	IPython/Jupyter;Sublime Text;Visual Studio;Visual Studio Code	Windows	Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos	Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	A few times per month or weekly	Yes, definitely	No	25-34 years old	Man	No	Straight / Heterosexual	South Asian	I am deaf / hard of hearing	Prefer not to say	Too short	Easy	4668.0
72833	72834	I am a student who is learning to code	Student, full-time	Pakistan			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	11 - 17 years	Coding Bootcamp;Friend or family member;Online Courses or Certification	1							HTML/CSS;JavaScript;Node.js	HTML/CSS;JavaScript;Node.js	DynamoDB;MySQL	DynamoDB;MySQL	Heroku	Heroku	Express	Express			Git	Git	Atom;Visual Studio Code	Visual Studio Code	Windows	Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos	Stack Overflow	Daily or almost daily	Yes	A few times per week	Yes, somewhat	Yes	Under 18 years old	Prefer not to say	No		South Asian	Or, in your own words:	None of the above	Appropriate in length	Neither easy nor difficult	
72952	72953	I am not primarily a developer, but I write code sometimes as part of my work	Student, full-time	Pakistan			Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	5 - 10 years	Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Online Courses or Certification;Colleague	5							Python;R	SQL			Microsoft Azure	AWS;IBM Cloud or Watson			NumPy;Pandas				IPython/Jupyter;PyCharm	IPython/Jupyter;PyCharm;Visual Studio	Windows	Call a coworker or friend;Google it;Do other work and come back later	Stack Overflow	Multiple times per day	Yes	Less than once per month or monthly	Not sure	No	18-24 years old	Man	No	Straight / Heterosexual	East Asian	None of the above	None of the above	Too long	Easy	
72955	72956	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	School;Online Courses or Certification;Books / Physical media	11	5	Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end	20 to 99 employees	"PKR	Pakistani rupee"	150000.0	Monthly	C#;HTML/CSS;JavaScript;SQL	C#;HTML/CSS;JavaScript;Python;SQL	Microsoft SQL Server;SQLite	Microsoft SQL Server;MongoDB;PostgreSQL	AWS;Microsoft Azure	AWS;Microsoft Azure	ASP.NET;jQuery	Angular;Angular.js;ASP.NET;ASP.NET Core ;React.js	.NET Framework	.NET Framework;.NET Core / .NET 5	Git	Docker;Git	Visual Studio;Visual Studio Code	Visual Studio;Visual Studio Code	Windows	Visit Stack Overflow;Google it;Watch help / tutorial videos;Visit another developer community (please name):	Stack Overflow;Stack Exchange	Multiple times per day	Yes	Less than once per month or monthly	Yes, definitely	Yes	25-34 years old	Man	No	Straight / Heterosexual	Prefer not to say	None of the above	None of the above	Appropriate in length	Easy	11676.0
73004	73005	I am a developer by profession	Employed full-time	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	School;Online Courses or Certification	7	3	Developer, front-end;Developer, full-stack;Developer, back-end	2 to 9 employees	"PKR	Pakistani rupee"	230000.0	Monthly	HTML/CSS;JavaScript;Node.js;TypeScript	Go;HTML/CSS;JavaScript;Node.js;TypeScript	MongoDB;MySQL	Firebase;MongoDB;MySQL;PostgreSQL	AWS	AWS;Heroku;Microsoft Azure	Angular;Express;jQuery	Angular;Express;jQuery;React.js;Vue.js	Cordova	React Native	Git	Docker;Git	Android Studio;IntelliJ;Visual Studio Code	Visual Studio Code	Windows	Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games	Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	Less than once per month or monthly	Neutral	No	25-34 years old	Man	No	Straight / Heterosexual	Southeast Asian	None of the above	None of the above	Appropriate in length	Easy	17904.0
73067	73068	I am a developer by profession	Independent contractor, freelancer, or self-employed	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	11 - 17 years	Online Courses or Certification	6	4	Developer, full-stack	2 to 9 employees	AED United Arab Emirates dirham			HTML/CSS;JavaScript;PHP;SQL		MySQL		Google Cloud Platform		jQuery;Laravel;Vue.js		Cordova	Flutter	Git	Docker	PHPStorm;Visual Studio Code		Windows	Visit Stack Overflow;Go for a walk or other physical activity;Google it	Stack Overflow;Stack Exchange	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	Yes, somewhat	No	18-24 years old	Man	No	Straight / Heterosexual	South Asian	None of the above	None of the above	Appropriate in length	Easy	
73127	73128	I am a developer by profession	Not employed, but looking for work	Pakistan			Bachelor’s degree (B.A., B.S., B.Eng., etc.)	18 - 24 years	Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Books / Physical media	2		Developer, front-end;Designer					C#;C++;HTML/CSS;JavaScript;Python	HTML/CSS;JavaScript			Google Cloud Platform;Microsoft Azure	Google Cloud Platform;Microsoft Azure					Git	Git	Atom;Notepad++;Sublime Text;Visual Studio;Visual Studio Code	Atom;Sublime Text;Visual Studio Code	Windows	Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos	Stack Overflow	Daily or almost daily	Yes	Less than once per month or monthly	Yes, somewhat	No	18-24 years old	Man	No	Prefer not to say	South Asian	None of the above	None of the above	Appropriate in length	Neither easy nor difficult	
